# name<TAB>repository<TAB>commit<TAB>directory-under-home
hypr-typr	https://github.com/Santa-Claws/hypr-typr.git	09209411a542287b459375a65687d207031ec983	hypr-typr
omarchy-scaling-tui	https://github.com/Santa-Claws/omarchy-scaling-tui.git	a09bb33a5e79f4bdad3779b6bd68494a92325330	omarchy-scaling-tui
